NumMentions,ActionGeo_Lat,ActionGeo_Long,SQLDATE,ActionGeo_FullName,ActionGeo_Type
102,37.5664,127.0,20150619,"Seoul, Soul-t'ukpyolsi, South Korea",4
290,37.5664,127.0,20150619,"Seoul, Soul-t'ukpyolsi, South Korea",4
150,36.2014,128.298,20150619,"Sewol, Kyongsang-bukto, South Korea",4
104,34.3794,126.51,20150619,"Kangnam, Cholla-namdo, South Korea",4
260,43.6667,-79.4167,20150630,"Toronto, Ontario, Canada",4
274,11.0,-10.0,20150701,Guinea,1
162,37.0,127.5,20150706,South Korea,1
170,11.0,-10.0,20150709,Guinea,1
104,11.0,-10.0,20150709,Guinea,1
160,6.5,-9.5,20150709,Liberia,1
104,11.0,-10.0,20150709,Guinea,1
126,14.6042,120.982,20150710,"Manila, Manila, Philippines",4
107,6.31056,-10.8047,20150713,"Monrovia, Montserrado, Liberia",4
105,38.0,-97.0,20150720,United States,1
270,41.1289,-98.2883,20150720,"Nebraska, United States",2
130,,,20150728,,0
146,13.1892,44.3711,20150729,"Zaydi, La?ij, Yemen",4
916,11.0,-10.0,20150729,Guinea,1
174,11.0,-10.0,20150730,Guinea,1
110,39.9289,116.388,20150804,"Beijing, Beijing, China",4
177,11.0,-10.0,20150806,Guinea,1
415,6.5,-9.5,20150806,Liberia,1
120,36.2028,37.1586,20150812,"Aleppo, ?alab, Syria",4
168,6.5,-9.5,20150813,Liberia,1
670,11.0,-10.0,20150813,Guinea,1
330,11.0,-10.0,20150814,Guinea,1
338,11.0,-10.0,20150823,Guinea,1
110,42.3056,-71.5245,20150826,"Southborough, Massachusetts, United States",3
170,15.461,45.3253,20150914,"Marib, Ma'rib, Yemen",4
126,62.0,15.0,20150927,Sweden,1
534,38.0,-97.0,20150930,United States,1
160,,,20150930,,0
140,37.9833,23.7333,20151002,"Athens, AttikíR, Greece",4
150,8.49,-13.2342,20151105,"Freetown, Western Area, Sierra Leone",4
140,31.106,-97.6475,20151108,"Texas, United States",2
277,41.7922,123.433,20151109,"Shenyang, Liaoning, China",4
190,35.0,105.0,20151109,China,1
140,35.0,105.0,20151110,China,1
800,35.0,105.0,20151111,China,1
210,-10.0,-55.0,20151119,Brazil,1
677,39.9289,116.388,20151201,"Beijing, Beijing, China",4
930,49.0,32.0,20151203,Ukraine,1
1200,42.2373,-71.5314,20151203,"Massachusetts, United States",2
940,49.0,32.0,20151203,Ukraine,1
150,49.0,32.0,20151204,Ukraine,1
150,49.0,32.0,20151204,Ukraine,1
478,37.5664,127.0,20151207,"Seoul, Soul-t'ukpyolsi, South Korea",4
340,39.9289,116.388,20151208,"Beijing, Beijing, China",4
110,-13.5,34.0,20151209,Malawi,1
160,11.9934,105.464,20151213,"Kampong Cham, KâóCham, Cambodia",4
470,15.0,48.0,20151216,Yemen,1
150,,,20151217,,0
170,15.0,48.0,20151217,Yemen,1
658,39.9289,116.388,20151218,"Beijing, Beijing, China",4
275,39.9289,116.388,20151219,"Beijing, Beijing, China",4
110,4.0,-72.0,20151223,Colombia,1
230,39.9289,116.388,20151225,"Beijing, Beijing, China",4
802,-23.5333,-46.6167,20151225,"Sao Paulo, SãPaulo, Brazil",4
194,39.9289,116.388,20151226,"Beijing, Beijing, China",4
165,39.9289,116.388,20151229,"Beijing, Beijing, China",4
220,3.16667,101.7,20151230,"Kuala Lumpur, Kuala Lumpur, Malaysia",4
130,38.0,-97.0,20160106,United States,1
225,25.1833,85.5167,20160107,"Bihar, Bihar, India",4
129,25.1833,85.5167,20160107,"Bihar, Bihar, India",4
350,15.3547,44.2067,20160108,"Sanaa, San‘a', Yemen",4
