NumMentions,ActionGeo_Lat,ActionGeo_Long,SQLDATE,ActionGeo_FullName,ActionGeo_Type
215,37.7749,-122.419,20110210,"San Francisco, California, United States",3
351,25.0,45.0,20110215,Saudi Arabia,1
231,32.8925,13.18,20110221,"Tripoli, Tarabulus, Libya",4
347,32.8925,13.18,20110221,"Tripoli, Tarabulus, Libya",4
229,25.0,17.0,20110221,Libya,1
254,25.0,17.0,20110222,Libya,1
363,32.8925,13.18,20110222,"Tripoli, Tarabulus, Libya",4
1993,32.8925,13.18,20110222,"Tripoli, Tarabulus, Libya",4
533,32.8925,13.18,20110225,"Tripoli, Tarabulus, Libya",4
310,32.8925,13.18,20110225,"Tripoli, Tarabulus, Libya",4
365,32.8925,13.18,20110225,"Tripoli, Tarabulus, Libya",4
365,32.8925,13.18,20110225,"Tripoli, Tarabulus, Libya",4
644,32.8925,13.18,20110226,"Tripoli, Tarabulus, Libya",4
216,25.0,17.0,20110226,Libya,1
401,32.8925,13.18,20110226,"Tripoli, Tarabulus, Libya",4
234,32.8925,13.18,20110226,"Tripoli, Tarabulus, Libya",4
356,32.8925,13.18,20110226,"Tripoli, Tarabulus, Libya",4
408,32.8925,13.18,20110226,"Tripoli, Tarabulus, Libya",4
230,38.8951,-77.0364,20110226,"Washington, District of Columbia, United States",3
282,46.0,2.0,20110226,France,1
339,44.8186,20.4681,20110227,"Belgrade, Serbia (general),",4
333,25.0,17.0,20110301,Libya,1
263,32.8925,13.18,20110301,"Tripoli, Tarabulus, Libya",4
457,-29.5,28.5,20110302,Liechtenstein,1
207,8.0,-5.0,20110302,Cote D'ivoire,1
247,25.0,17.0,20110303,Libya,1
403,35.75,51.5148,20110303,"Tehran, Tehran, Iran",4
220,33.0,44.0,20110304,Iraq,1
222,33.0,44.0,20110304,Iraq,1
463,18.1194,-16.0406,20110304,"Nouakchott, Trarza, Mauritania",4
225,15.5881,32.5342,20110304,"Khartoum, Al Khartum, Sudan",4
216,35.75,51.5148,20110304,"Tehran, Tehran, Iran",4
461,53.9852,42.668,20110308,"March As, Mordoviya, Russia",4
578,53.9852,42.668,20110308,"March As, Mordoviya, Russia",4
359,33.3386,44.3939,20110309,"Baghdad, Baghdad, Iraq",4
257,38.0,-97.0,20110310,United States,1
218,9.03333,38.7,20110310,"Addis Ababa, (ET10), Ethiopia",4
424,32.8925,13.18,20110311,"Tripoli, Tarabulus, Libya",4
275,55.7522,37.6156,20110314,"Moscow, Moskva, Russia",4
275,55.7522,37.6156,20110314,"Moscow, Moskva, Russia",4
719,35.685,139.751,20110315,"Tokyo, Tokyo, Japan",4
933,35.685,139.751,20110315,"Tokyo, Tokyo, Japan",4
720,30.7555,20.2263,20110317,"Ajdabiya, Al Wahat, Libya",4
394,30.05,31.25,20110317,"Cairo, Al Qahirah, Egypt",4
365,32.8925,13.18,20110318,"Tripoli, Tarabulus, Libya",4
306,32.8925,13.18,20110318,"Tripoli, Tarabulus, Libya",4
425,30.0445,31.2332,20110318,"Arab League, Al Qahirah, Egypt",4
297,25.0,17.0,20110319,Libya,1
220,48.8667,2.33333,20110319,"Paris, RhôAlpes, France",4
314,32.1167,20.0667,20110321,"Benghazi, Sha`biyat Banghazi, Libya",4
377,36.729,68.857,20110322,"Kunduz, Kondoz, Afghanistan",4
273,25.0,17.0,20110325,Libya,1
218,51.5,-0.116667,20110329,"London, London, City of, United Kingdom",4
218,51.5,-0.116667,20110329,"London, London, City of, United Kingdom",4
270,42.1497,-74.9384,20110329,"New York, United States",2
308,5.34111,-4.02806,20110401,"Abidjan, Lagunes, Cote D'ivoire",4
235,36.7631,3.05056,20110402,"Algiers, Alger, Algeria",4
240,-4.32972,15.315,20110404,"Kinshasa, Kinshasa, Zaire",4
203,42.1497,-74.9384,20110404,"New York, United States",2
243,5.34111,-4.02806,20110405,"Abidjan, Lagunes, Cote D'ivoire",4
396,47.0,8.0,20110409,Switzerland,1
315,6.74202,-7.34918,20110412,"Duekoue, Cavaly, Cote D'ivoire",4
342,34.09,72.075,20110418,"Mohmand, North-West Frontier, Pakistan",4
514,59.8944,30.2642,20110420,"Petersburg, Sankt-Peterburg, Russia",4
418,62.0,10.0,20110420,Norway,1
231,42.1497,-74.9384,20110421,"New York, United States",2
214,15.0,100.0,20110422,Thailand,1
367,39.5,-8.0,20110425,Portugal,1
216,35.0,38.0,20110426,Syria,1
455,39.5,-8.0,20110426,Portugal,1
246,35.0,38.0,20110427,Syria,1
205,33.5,36.3,20110429,"Damascus, Dimashq, Syria",4
319,50.8333,4.33333,20110430,"Brussels, Bruxelles-Capitale, Belgium",4
800,32.8925,13.18,20110501,"Tripoli, Tarabulus, Libya",4
234,32.8925,13.18,20110501,"Tripoli, Tarabulus, Libya",4
370,42.1497,-74.9384,20110502,"New York, United States",2
242,60.0,100.0,20110504,Russia,1
370,38.8951,-77.0364,20110504,"Washington, District of Columbia, United States",3
681,60.0,100.0,20110504,Russia,1
252,32.0,53.0,20110510,Iran,1
306,27.8333,-81.717,20110511,"Florida, United States",2
1122,27.8333,-81.717,20110511,"Florida, United States",2
427,31.7667,35.2333,20110520,"Jerusalem, Israel (general), Israel",4
427,38.8951,-77.0364,20110520,"White House, District of Columbia, United States",3
427,38.8951,-77.0364,20110520,"White House, District of Columbia, United States",3
261,33.6328,70.1495,20110521,"Afghan, Khowst, Afghanistan",4
261,33.6328,70.1495,20110521,"Afghan, Khowst, Afghanistan",4
563,31.0,36.0,20110522,Jordan,1
724,8.0,30.0,20110524,South Sudan,1
235,15.5881,32.5342,20110525,"Khartoum, Al Khartum, Sudan",4
244,15.5881,32.5342,20110525,"Khartoum, Al Khartum, Sudan",4
488,30.05,31.25,20110531,"Cairo, Al Qahirah, Egypt",4
336,25.1206,118.354,20110605,"Jintao, Fujian, China",4
314,38.8951,-77.0364,20110609,"Washington, District of Columbia, United States",3
644,15.3547,44.2067,20110614,"Sanaa, San‘a', Yemen",4
659,15.3547,44.2067,20110614,"Sanaa, San‘a', Yemen",4
281,38.0,-97.0,20110618,United States,1
217,32.8925,13.18,20110618,"Tripoli, Tarabulus, Libya",4
423,19.0,-72.4167,20110627,Haiti,1
316,33.7,73.1667,20110704,"Islamabad, Islamabad, Pakistan",4
261,33.8333,35.8333,20110706,Lebanon,1
315,31.5,34.75,20110706,Israel,1
388,11.15,34.1,20110708,"Blue Nile, An Nil al Azraq, Sudan",5
354,18.5392,-72.335,20110714,"Port-Au-Prince, Ouest, Haiti",4
207,33.3395,69.9204,20110714,"Khost, Khowst, Afghanistan",4
325,18.5392,-72.335,20110714,"Port-Au-Prince, Ouest, Haiti",4
225,18.5281,-72.3597,20110714,"Martissant, Ouest, Haiti",4
439,27.8333,-81.717,20110715,"Florida, United States",2
439,27.8333,-81.717,20110715,"Florida, United States",2
334,59.9167,10.75,20110723,"Oslo, Oslo, Norway",4
231,2.06667,45.3667,20110726,"Mogadishu, Banaadir, Somalia",4
822,32.8925,13.18,20110726,"Tripoli, Tarabulus, Libya",4
216,30.8529,64.1317,20110729,"Garmser, Helmand, Afghanistan",4
271,48.8667,2.33333,20110802,"Paris, RhôAlpes, France",4
414,19.0,-72.4167,20110803,Haiti,1
259,46.1956,6.14811,20110803,"Geneva, Genè, Switzerland",4
357,60.0,-95.0,20110803,Canada,1
258,9.59525,28.4349,20110805,"Abyei, Janub Kurdufan, Sudan",4
243,8.5,-11.5,20110805,Sierra Leone,1
280,38.0,-97.0,20110807,United States,1
350,38.0,-97.0,20110807,United States,1
206,35.685,139.751,20110807,"Tokyo, Tokyo, Japan",4
307,32.8925,13.18,20110816,"Tripoli, Tarabulus, Libya",4
350,34.95,70.4,20110818,"Nuristan, Nurestan, Afghanistan",4
207,33.5,36.3,20110818,"Damascus, Dimashq, Syria",4
603,35.0,38.0,20110818,Syria,1
338,33.5,36.3,20110819,"Damascus, Dimashq, Syria",4
297,33.5,36.3,20110819,"Damascus, Dimashq, Syria",4
357,33.5,36.3,20110819,"Damascus, Dimashq, Syria",4
261,33.5,36.3,20110819,"Damascus, Dimashq, Syria",4
294,33.5,36.3,20110820,"Damascus, Dimashq, Syria",4
286,33.5,36.3,20110820,"Damascus, Dimashq, Syria",4
477,25.0,17.0,20110823,Libya,1
504,42.1497,-74.9384,20110824,"New York, United States",2
258,19.0,-72.4167,20110825,Haiti,1
441,9.08333,7.53333,20110831,"Abuja, Abuja Federal Capital Territory, Nigeria",4
441,9.08333,7.53333,20110831,"Abuja, Abuja Federal Capital Territory, Nigeria",4
280,38.8951,-77.0364,20110901,"Washington, District of Columbia, United States",3
222,34.5167,69.1833,20110907,"Kabul, Kabol, Afghanistan",4
216,38.0,-97.0,20110909,United States,1
258,38.8951,-77.0364,20110909,"Washington, District of Columbia, United States",3
371,32.8925,13.18,20110910,"Tripoli, Tarabulus, Libya",4
396,35.0,38.0,20110912,Syria,1
234,32.8925,13.18,20110912,"Tripoli, Tarabulus, Libya",4
43750,39.0,35.0,20110912,Turkey,1
66274,39.0,35.0,20110913,Turkey,1
333,42.1497,-74.9384,20110913,"New York, United States",2
913,42.1497,-74.9384,20110913,"New York, United States",2
285,36.0,138.0,20110913,Japan,1
344,39.0,35.0,20110914,Turkey,1
7902,31.5,34.75,20110914,Israel,1
4371,31.5,34.75,20110914,Israel,1
300,39.0,35.0,20110914,Turkey,1
230,35.75,51.5148,20110914,"Tehran, Tehran, Iran",4
22140,39.0,35.0,20110914,Turkey,1
